/home/xxwu/LLMGraphBench/LLMPredictor/../common/dataloader.py:6: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
[1904, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[1905, 'Agents', 'HCI (Human-Computer Interaction)']
[1906, 'AI', 'ML (Machine Learning)']
[1907, 'AI (Artificial Intelligence)', 'DB (Databases)']
[1908, 'AI', 'ML (Machine Learning)']
[1909, 'IR (Information Retrieval)', 'HCI (Human-Computer Interaction)']
[1910, 'AI', 'Agents']
[1911, 'AI', 'ML (Machine Learning)']
[1912, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[1913, 'DB', 'DB (Databases)']
[1914, 'AI', 'ML (Machine Learning)']
[1915, 'AI', 'ML (Machine Learning)']
[1916, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[1918, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[1919, 'AI', 'DB (Databases)']
[1920, 'DB', 'DB (Databases)']
[1921, 'AI', 'ML (Machine Learning)']
[1923, 'AI', 'Agents']
[1924, 'AI (Artificial Intelligence)', 'DB (Databases)']
[1925, 'AI', 'Agents']
[1928, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[1929, 'DB', 'DB (Databases)']
[1930, 'AI', 'DB (Databases)']
[1931, 'AI', 'Agents']
[1932, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[1933, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[1934, 'DB', 'DB (Databases)']
[1935, 'AI', 'Agents']
[1936, 'HCI (Human-Computer Interaction)', 'AI (Artificial Intelligence)']
[1937, 'AI', 'IR (Information Retrieval)']
[1940, 'AI', 'DB (Databases)']
[1941, 'AI (Artificial Intelligence)', 'DB (Databases)']
[1942, 'DB', 'DB (Databases)']
[1944, 'AI (Artificial Intelligence)', 'DB (Databases)']
[1945, 'DB', 'DB (Databases)']
[1946, 'AI (Artificial Intelligence)', 'Agents']
[1949, 'AI', 'ML (Machine Learning)']
[1950, 'DB', 'DB (Databases)']
[1951, 'AI', 'Agents']
[1953, 'AI', 'DB (Databases)']
[1954, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[1957, 'DB', 'DB (Databases)']
[1958, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[1959, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[1960, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[1962, 'Agents', 'Agents']
[1963, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[1964, 'AI (Artificial Intelligence)', 'Agents']
[1965, 'AI (Artificial Intelligence)', 'Agents']
[1966, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[1967, 'DB', 'DB (Databases)']
[1968, 'AI (Artificial Intelligence)', 'DB (Databases)']
[1969, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[1970, 'AI', 'AI (Artificial Intelligence)']
[1971, 'ML (Machine Learning)', 'ML (Machine Learning)']
[1972, 'IR (Information Retrieval)', 'ML (Machine Learning)']
[1973, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[1974, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[1975, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[1977, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[1978, 'Agents', 'Agents']
[1979, 'ML (Machine Learning)', 'ML (Machine Learning)']
[1980, 'AI', 'ML (Machine Learning)']
[1981, 'AI', 'Agents']
[1982, 'DB', 'DB (Databases)']
[1983, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[1984, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[1986, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[1987, 'ML (Machine Learning)', 'ML (Machine Learning)']
[1988, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[1990, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[1991, 'AI', 'ML (Machine Learning)']
[1992, 'ML (Machine Learning)', 'HCI (Human-Computer Interaction)']
[1993, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[1994, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[1996, 'AI', 'DB (Databases)']
[1998, 'HCI (Human-Computer Interaction)', 'Agents']
[1999, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2000, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2001, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2002, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2003, 'AI', 'IR (Information Retrieval)']
[2004, 'DB', 'DB (Databases)']
[2007, 'AI', 'IR (Information Retrieval)']
[2008, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2009, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2010, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2011, 'AI', 'ML (Machine Learning)']
[2012, 'AI', 'HCI (Human-Computer Interaction)']
[2013, 'AI', 'ML (Machine Learning)']
[2014, 'HCI', 'HCI (Human-Computer Interaction)']
[2016, 'AI', 'Agents']
[2017, 'AI', 'IR (Information Retrieval)']
[2018, 'AI', 'IR (Information Retrieval)']
[2019, 'IR (Information Retrieval)', 'ML (Machine Learning)']
[2021, 'AI', 'Agents']
[2022, 'DB', 'DB (Databases)']
[2023, 'AI', 'DB (Databases)']
[2024, 'AI', 'DB (Databases)']
[2025, 'AI', 'Agents']
[2026, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2027, 'Agents', 'Agents']
[2028, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2029, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2030, 'AI (Artificial Intelligence)', 'Agents']
[2031, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2032, 'AI', 'IR (Information Retrieval)']
[2033, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2034, 'AI', 'IR (Information Retrieval)']
[2035, 'DB', 'DB (Databases)']
[2036, 'HCI (Human-Computer Interaction)', 'Agents']
[2038, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2039, 'AI', 'DB (Databases)']
[2040, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2041, 'Agents', 'Agents']
[2042, 'AI', 'ML (Machine Learning)']
[2043, 'AI', 'Agents']
[2044, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2047, 'AI', 'ML (Machine Learning)']
[2048, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2049, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2050, 'DB (Databases)', 'DB (Databases)']
[2051, 'IR', 'IR (Information Retrieval)']
[2052, 'Agents', 'AI (Artificial Intelligence)']
[2053, 'AI', 'AI (Artificial Intelligence)']
[2054, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2055, 'AI', 'IR (Information Retrieval)']
[2056, 'AI', 'Agents']
[2057, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2058, 'AI', 'Agents']
[2059, 'AI', 'DB (Databases)']
[2061, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2062, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2063, 'AI', 'Agents']
[2064, 'AI', 'HCI (Human-Computer Interaction)']
[2065, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2067, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2068, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2070, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2071, 'AI', 'ML (Machine Learning)']
[2072, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2073, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2075, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2077, 'DB', 'AI (Artificial Intelligence)']
[2078, 'AI', 'DB (Databases)']
[2079, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2080, 'DB', 'DB (Databases)']
[2081, 'AI', 'AI (Artificial Intelligence)']
[2082, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2083, 'DB', 'DB (Databases)']
[2084, 'AI', 'DB (Databases)']
[2085, 'AI', 'DB (Databases)']
[2087, 'AI', 'ML (Machine Learning)']
[2088, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2089, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2091, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2092, 'AI', 'Agents']
[2093, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2094, 'AI (Artificial Intelligence)', 'Agents']
[2095, 'DB', 'DB (Databases)']
[2096, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2097, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2098, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2100, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2101, 'AI', 'ML (Machine Learning)']
[2102, 'AI', 'HCI (Human-Computer Interaction)']
[2104, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2106, 'HCI (Human-Computer Interaction)', 'IR (Information Retrieval)']
[2107, 'AI', 'ML (Machine Learning)']
[2108, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2109, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2110, 'DB', 'DB (Databases)']
[2111, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2112, 'IR (Information Retrieval)', 'DB (Databases)']
[2113, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2114, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2115, 'Agents', 'Agents']
[2116, 'AI', 'IR (Information Retrieval)']
[2117, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2118, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2120, 'DB', 'DB (Databases)']
[2121, 'AI', 'DB (Databases)']
[2122, 'AI', 'AI (Artificial Intelligence)']
[2123, 'AI', 'IR (Information Retrieval)']
[2124, 'AI', 'ML (Machine Learning)']
[2125, 'AI', 'ML (Machine Learning)']
[2126, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2128, 'Agents', 'Agents']
[2129, 'Agents', 'Agents']
[2130, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2131, 'DB (Databases)', 'DB (Databases)']
[2132, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2133, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2135, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2136, 'AI', 'AI (Artificial Intelligence)']
[2138, 'AI', 'Agents']
[2140, 'AI', 'AI (Artificial Intelligence)']
[2142, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2143, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2145, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2149, 'DB', 'DB (Databases)']
[2151, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2152, 'HCI (Human-Computer Interaction)', 'AI (Artificial Intelligence)']
[2153, 'Agents', 'Agents']
[2154, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2155, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2156, 'DB (Databases)', 'DB (Databases)']
[2157, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2158, 'AI', 'HCI (Human-Computer Interaction)']
[2161, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2163, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2165, 'AI', 'DB (Databases)']
[2166, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2167, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2168, 'DB (Databases)', 'HCI (Human-Computer Interaction)']
[2169, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2170, 'AI (Artificial Intelligence)', 'Agents']
[2171, 'AI', 'ML (Machine Learning)']
[2172, 'DB (Databases)', 'DB (Databases)']
[2173, 'AI', 'Agents']
[2174, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2175, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2176, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2177, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2180, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2181, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2182, 'AI', 'Agents']
[2183, 'DB (Databases)', 'DB (Databases)']
[2184, 'DB (Databases)', 'DB (Databases)']
[2185, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2187, 'IR (Information Retrieval)', 'DB (Databases)']
[2188, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2189, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2190, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2192, 'AI', 'Agents']
[2193, 'DB', 'DB (Databases)']
[2194, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2195, 'AI', 'HCI (Human-Computer Interaction)']
[2196, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2197, 'AI', 'Agents']
[2198, 'DB', 'DB (Databases)']
[2199, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2200, 'AI', 'DB (Databases)']
[2203, 'AI', 'HCI (Human-Computer Interaction)']
[2204, 'HCI (Human-Computer Interaction)', 'DB (Databases)']
[2205, 'DB', 'DB (Databases)']
[2206, 'AI', 'DB (Databases)']
[2207, 'AI', 'AI (Artificial Intelligence)']
[2209, 'AI', 'Agents']
[2211, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2212, 'DB', 'DB (Databases)']
[2213, 'Agents', 'Agents']
[2214, 'AI', 'Agents']
[2215, 'AI', 'DB (Databases)']
[2216, 'AI', 'ML (Machine Learning)']
[2217, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2218, 'HCI', 'HCI (Human-Computer Interaction)']
[2220, 'DB', 'DB (Databases)']
[2221, 'AI', 'Agents']
[2222, 'AI', 'ML (Machine Learning)']
[2223, 'AI', 'Agents']
[2224, 'Agents', 'IR (Information Retrieval)']
[2226, 'Agents', 'Agents']
[2227, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2228, 'AI', 'ML (Machine Learning)']
[2229, 'Agents', 'Agents']
[2230, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2232, 'DB', 'DB (Databases)']
[2233, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2234, 'AI', 'ML (Machine Learning)']
[2236, 'DB', 'DB (Databases)']
[2237, 'DB (Databases)', 'DB (Databases)']
[2239, 'DB (Databases)', 'DB (Databases)']
[2240, 'AI', 'Agents']
[2242, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2243, 'Agents', 'Agents']
[2244, 'AI', 'IR (Information Retrieval)']
[2245, 'DB (Databases)', 'DB (Databases)']
[2246, 'AI', 'HCI (Human-Computer Interaction)']
[2247, 'AI (Artificial Intelligence)', 'Agents']
[2248, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2249, 'Agents', 'Agents']
[2250, 'AI', 'IR (Information Retrieval)']
[2251, 'AI (Artificial Intelligence)', 'Agents']
[2253, 'AI', 'AI (Artificial Intelligence)']
[2254, 'AI', 'IR (Information Retrieval)']
[2255, 'ML', 'IR (Information Retrieval)']
[2257, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2258, 'AI', 'AI (Artificial Intelligence)']
[2259, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2260, 'AI', 'Agents']
[2261, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2262, 'DB (Databases)', 'DB (Databases)']
[2263, 'AI', 'ML (Machine Learning)']
[2264, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2265, 'AI', 'Agents']
[2267, 'DB', 'DB (Databases)']
[2268, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2269, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2271, 'DB (Databases)', 'DB (Databases)']
[2272, 'DB', 'DB (Databases)']
[2273, 'DB', 'DB (Databases)']
[2274, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2275, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2277, 'AI', 'DB (Databases)']
[2278, 'ML (Machine Learning)', 'HCI (Human-Computer Interaction)']
[2279, 'Agents', 'Agents']
[2280, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2281, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2282, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2283, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2284, 'AI', 'AI (Artificial Intelligence)']
[2285, 'AI', 'ML (Machine Learning)']
[2286, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2287, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2288, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2289, 'DB (Databases)', 'DB (Databases)']
[2290, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2291, 'DB (Databases)', 'IR (Information Retrieval)']
[2292, 'DB (Databases)', 'DB (Databases)']
[2293, 'DB (Databases)', 'DB (Databases)']
[2294, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2295, 'DB', 'DB (Databases)']
[2296, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2297, 'AI', 'DB (Databases)']
[2299, 'DB (Databases)', 'DB (Databases)']
[2300, 'AI', 'IR (Information Retrieval)']
[2301, 'AI', 'HCI (Human-Computer Interaction)']
[2302, 'AI', 'ML (Machine Learning)']
[2303, 'HCI', 'HCI (Human-Computer Interaction)']
[2304, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2305, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2306, 'DB', 'DB (Databases)']
[2307, 'ML (Machine Learning)', 'DB (Databases)']
[2308, 'DB (Databases)', 'DB (Databases)']
[2310, 'Agents', 'Agents']
[2311, 'AI', 'HCI (Human-Computer Interaction)']
[2312, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2313, 'Agents', 'Agents']
[2315, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2316, 'IR (Information Retrieval)', 'ML (Machine Learning)']
[2317, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2318, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2319, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2321, 'AI', 'Agents']
[2322, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2323, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2324, 'ML', 'IR (Information Retrieval)']
[2325, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2326, 'DB', 'DB (Databases)']
[2328, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2329, 'DB (Databases)', 'IR (Information Retrieval)']
[2330, 'AI', 'ML (Machine Learning)']
[2331, 'AI', 'AI (Artificial Intelligence)']
[2332, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2333, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2334, 'DB', 'DB (Databases)']
[2335, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2336, 'AI', 'IR (Information Retrieval)']
[2337, 'Agents', 'Agents']
[2340, 'AI', 'ML (Machine Learning)']
[2341, 'HCI (Human-Computer Interaction)', 'AI (Artificial Intelligence)']
[2342, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2343, 'AI', 'Agents']
[2345, 'HCI (Human-Computer Interaction)', 'IR (Information Retrieval)']
[2346, 'AI', 'Agents']
[2347, 'DB', 'DB (Databases)']
[2349, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2350, 'ML (Machine Learning)', 'AI (Artificial Intelligence)']
[2352, 'IR (Information Retrieval)', 'ML (Machine Learning)']
[2353, 'Agents', 'HCI (Human-Computer Interaction)']
[2354, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2356, 'DB (Databases)', 'DB (Databases)']
[2357, 'Agents', 'Agents']
[2358, 'AI (Artificial Intelligence)', 'Agents']
[2359, 'AI', 'Agents']
[2360, 'DB', 'DB (Databases)']
[2361, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2363, 'AI', 'HCI (Human-Computer Interaction)']
[2365, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2366, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2368, 'DB', 'DB (Databases)']
[2369, 'AI', 'Agents']
[2370, 'DB', 'DB (Databases)']
[2371, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2372, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2373, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2374, 'AI', 'Agents']
[2376, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2378, 'AI', 'ML (Machine Learning)']
[2379, 'AI', 'IR (Information Retrieval)']
[2380, 'AI', 'Agents']
[2381, 'DB (Databases)', 'DB (Databases)']
[2382, 'DB', 'DB (Databases)']
[2384, 'AI', 'ML (Machine Learning)']
[2386, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2388, 'AI', 'AI (Artificial Intelligence)']
[2389, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2390, 'DB (Databases)', 'Agents']
[2391, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2392, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2393, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2394, 'AI', 'ML (Machine Learning)']
[2395, 'AI', 'ML (Machine Learning)']
[2396, 'AI', 'ML (Machine Learning)']
[2397, 'Agents', 'Agents']
[2398, 'Agents', 'Agents']
[2401, 'Agents', 'Agents']
[2402, 'AI', 'AI (Artificial Intelligence)']
[2404, 'AI', 'HCI (Human-Computer Interaction)']
[2406, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2407, 'IR (Information Retrieval)', 'HCI (Human-Computer Interaction)']
[2408, 'AI', 'Agents']
[2409, 'AI (Artificial Intelligence)', 'Agents']
[2410, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2412, 'AI', 'ML (Machine Learning)']
[2413, 'AI', 'DB (Databases)']
[2414, 'AI', 'DB (Databases)']
[2415, 'AI', 'AI (Artificial Intelligence)']
[2416, 'AI', 'ML (Machine Learning)']
[2417, 'Agents', 'Agents']
[2418, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2419, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2420, 'AI', 'Agents']
[2421, 'DB', 'DB (Databases)']
[2422, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2423, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2424, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2426, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2428, 'ML (Machine Learning)', 'AI (Artificial Intelligence)']
[2432, 'AI', 'Agents']
[2433, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2434, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2435, 'DB', 'DB (Databases)']
[2437, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2438, 'DB', 'DB (Databases)']
[2439, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2440, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2441, 'AI', 'ML (Machine Learning)']
[2442, 'AI', 'DB (Databases)']
[2443, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2444, 'AI', 'ML (Machine Learning)']
[2445, 'AI', 'ML (Machine Learning)']
[2447, 'AI', 'Agents']
[2448, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2449, 'AI', 'ML (Machine Learning)']
[2451, 'AI', 'ML (Machine Learning)']
[2452, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2454, 'AI (Artificial Intelligence)', 'IR (Information Retrieval)']
[2455, 'AI', 'IR (Information Retrieval)']
[2456, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2457, 'AI', 'Agents']
[2458, 'DB (Databases)', 'DB (Databases)']
[2459, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2460, 'DB (Databases)', 'DB (Databases)']
[2463, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2464, 'IR (Information Retrieval)', 'IR (Information Retrieval)']
[2465, 'AI', 'Agents']
[2466, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2467, 'AI', 'DB (Databases)']
[2468, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2469, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2471, 'AI', 'IR (Information Retrieval)']
[2472, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2473, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2476, 'AI (Artificial Intelligence)', 'AI (Artificial Intelligence)']
[2478, 'DB', 'DB (Databases)']
[2479, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2480, 'AI (Artificial Intelligence)', 'Agents']
[2481, 'AI (Artificial Intelligence)', 'DB (Databases)']
[2482, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2483, 'AI (Artificial Intelligence)', 'ML (Machine Learning)']
[2484, 'IR', 'IR (Information Retrieval)']
[2485, 'DB (Databases)', 'DB (Databases)']
[2486, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2487, 'DB', 'DB (Databases)']
[2488, 'DB', 'DB (Databases)']
[2489, 'ML (Machine Learning)', 'ML (Machine Learning)']
[2490, 'ML (Machine Learning)', 'IR (Information Retrieval)']
[2491, 'DB', 'ML (Machine Learning)']
[2492, 'AI', 'ML (Machine Learning)']
[2493, 'HCI (Human-Computer Interaction)', 'HCI (Human-Computer Interaction)']
[2494, 'AI', 'ML (Machine Learning)']
[2497, 'AI (Artificial Intelligence)', 'HCI (Human-Computer Interaction)']
[2498, 'Agents', 'IR (Information Retrieval)']
[2499, 'DB (Databases)', 'DB (Databases)']
[2500, 'DB', 'DB (Databases)']
[2501, 'AI (Artificial Intelligence)', 'Agents']
[2502, 'AI', 'ML (Machine Learning)']
[2504, 'HCI', 'HCI (Human-Computer Interaction)']
[2505, 'DB (Databases)', 'DB (Databases)']
[2507, 'DB (Databases)', 'DB (Databases)']
[2508, 'HCI (Human-Computer Interaction)', 'DB (Databases)']
[2509, 'DB (Databases)', 'DB (Databases)']
